"COD_BARRIO";"TXT_BARRIO";"TXT_LOCALIDAD";"TXT_MUNICIPIO";"COD_LOCALIDAD"
839;"839. BRASILIA LA ESTACION";"07. BOSA";"01. BOGOTA";7
840;"840. CARLOS  ALBAN";"07. BOSA";"01. BOGOTA";7
841;"841. CHARLES DE GAULLE";"07. BOSA";"01. BOGOTA";7
842;"842. EL LIBERTADOR";"07. BOSA";"01. BOGOTA";7
843;"843. EL LLANO";"07. BOSA";"01. BOGOTA";7
844;"844. EL MOTORISTA";"07. BOSA";"01. BOGOTA";7
845;"845. EL PORVENIR";"07. BOSA";"01. BOGOTA";7
846;"846. EL PORVENIR LA CONCEPCION";"07. BOSA";"01. BOGOTA";7
847;"847. GRAN COLOMBIANO I SECTOR";"07. BOSA";"01. BOGOTA";7
848;"848. HOLANDA";"07. BOSA";"01. BOGOTA";7
849;"849. HUMBERTO VALENCIA";"07. BOSA";"01. BOGOTA";7
850;"850. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
851;"851. LA AURORA";"07. BOSA";"01. BOGOTA";7
852;"852. LA AZUCENA";"07. BOSA";"01. BOGOTA";7
853;"853. LA CABA\A - LA SUERTE";"07. BOSA";"01. BOGOTA";7
854;"854. LA CONCEPCION";"07. BOSA";"01. BOGOTA";7
855;"855. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
856;"856. LA ESTACION TEJAR";"07. BOSA";"01. BOGOTA";7
857;"857. LA ILUSION";"07. BOSA";"01. BOGOTA";7
858;"858. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
859;"859. LA PAZ";"07. BOSA";"01. BOGOTA";7
860;"860. LA PORTADA";"07. BOSA";"01. BOGOTA";7
861;"861. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
862;"862. HORTELANOS ESCOCIA SECTOR 5";"07. BOSA";"01. BOGOTA";7
863;"863. ALTA ITALIA";"07. BOSA";"01. BOGOTA";7
864;"864. BETANIA";"07. BOSA";"01. BOGOTA";7
865;"865. BOSQUES DE SAN BERNARDINO";"07. BOSA";"01. BOGOTA";7
866;"866. CA\A BRAVA";"07. BOSA";"01. BOGOTA";7
867;"867. CIUDADELA DE LA LIBERTAD";"07. BOSA";"01. BOGOTA";7
868;"868. CLARELANDIA";"07. BOSA";"01. BOGOTA";7
869;"869. DANUBIO AZUL";"07. BOSA";"01. BOGOTA";7
870;"870. DESARROLLO DE SAN MARTIN";"07. BOSA";"01. BOGOTA";7
871;"871. DESARROLLO EL CORSO";"07. BOSA";"01. BOGOTA";7
872;"872. DIVINO NIÐO";"07. BOSA";"01. BOGOTA";7
873;"873. EL ANHELO";"07. BOSA";"01. BOGOTA";7
874;"874. EL CAUCE";"07. BOSA";"01. BOGOTA";7
875;"875. EL JARDINTE";"07. BOSA";"01. BOGOTA";7
876;"876. EL PALMAR BOSA";"07. BOSA";"01. BOGOTA";7
877;"877. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
878;"878. SANTO DOMINGO";"07. BOSA";"01. BOGOTA";7
879;"879. EL TRIANGULO-LAS MATERAS";"07. BOSA";"01. BOGOTA";7
880;"880. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
881;"881. RECUERDO DE STAFE SEC II";"07. BOSA";"01. BOGOTA";7
882;"882. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
883;"883. LA ESPERANZA";"07. BOSA";"01. BOGOTA";7
884;"884. LA FLORIDA SEC IV";"07. BOSA";"01. BOGOTA";7
885;"885. LA GRANJITA";"07. BOSA";"01. BOGOTA";7
886;"886. LA PRIMAVERA";"07. BOSA";"01. BOGOTA";7
887;"887. LA RIVERA SEC II";"07. BOSA";"01. BOGOTA";7
888;"888. LA SULTANA DEL SUR";"07. BOSA";"01. BOGOTA";7
889;"889. LA VEGUITA";"07. BOSA";"01. BOGOTA";7
890;"890. LAS VEGAS";"07. BOSA";"01. BOGOTA";7
891;"891. LOS SAUCES";"07. BOSA";"01. BOGOTA";7
892;"892. MANZANARES";"07. BOSA";"01. BOGOTA";7
893;"893. NEW JERSEY";"07. BOSA";"01. BOGOTA";7
894;"894. NVA ESCOCIA";"07. BOSA";"01. BOGOTA";7
895;"895. NVA ESPERANZA";"07. BOSA";"01. BOGOTA";7
896;"896. PORVENIR SEC BRASIL";"07. BOSA";"01. BOGOTA";7
897;"897. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
898;"898. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
899;"899. POTRERITOS SAN BERNARDINO";"07. BOSA";"01. BOGOTA";7
900;"900. PROVIDENCIA";"07. BOSA";"01. BOGOTA";7
901;"901. SAN ANTONIO DE BOSA";"07. BOSA";"01. BOGOTA";7
902;"902. SAN DIEGO";"07. BOSA";"01. BOGOTA";7
903;"903. SAN EUGENIO";"07. BOSA";"01. BOGOTA";7
904;"904. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
905;"905. EL TOCHE";"07. BOSA";"01. BOGOTA";7
906;"906. STA BARBARA";"07. BOSA";"01. BOGOTA";7
907;"907. SANTA LUCIA";"07. BOSA";"01. BOGOTA";7
908;"908. URBANIZACION CALDAS SEC I";"07. BOSA";"01. BOGOTA";7
909;"909. VEREDA DE SAN BERNARDINO";"07. BOSA";"01. BOGOTA";7
910;"910. VILLA NOHORA SEC I";"07. BOSA";"01. BOGOTA";7
911;"911. VILLA SONIA SEC I";"07. BOSA";"01. BOGOTA";7
912;"912. VILLA SONIA SEC II";"07. BOSA";"01. BOGOTA";7
913;"913. VILLAS DEL PROGRESO";"07. BOSA";"01. BOGOTA";7
914;"914. GEOREFERENCIADO";"07. BOSA";"01. BOGOTA";7
915;"915. VEREDA SAN JOSE";"07. BOSA";"01. BOGOTA";7
916;"916. VEREDA SAN BERNARDO";"07. BOSA";"01. BOGOTA";7
917;"917. SANTAFE DE BOSA";"07. BOSA";"01. BOGOTA";7
918;"918. SAN JOSE";"07. BOSA";"01. BOGOTA";7
919;"919. LAS MARGARITAS";"07. BOSA";"01. BOGOTA";7
920;"920. NUESTRA SRA DE LA PAZ";"07. BOSA";"01. BOGOTA";7
921;"921. LOS OLIVOS";"07. BOSA";"01. BOGOTA";7
922;"922. VILLA ANDREA";"07. BOSA";"01. BOGOTA";7
923;"923. BRITALIA";"07. BOSA";"01. BOGOTA";7
924;"924. SAN JOAQUIN";"07. BOSA";"01. BOGOTA";7
925;"925. URB LAS ACACIAS";"07. BOSA";"01. BOGOTA";7
926;"926. EL PORTAL DE BOSA";"07. BOSA";"01. BOGOTA";7
927;"927. BELLAVISTA";"07. BOSA";"01. BOGOTA";7
928;"928. URBANIZACION EL TRIUNFO";"07. BOSA";"01. BOGOTA";7
929;"929. VILLA ANNY";"07. BOSA";"01. BOGOTA";7
930;"930. GETSEMANI";"07. BOSA";"01. BOGOTA";7
931;"931. LA PALESTINA";"07. BOSA";"01. BOGOTA";7
932;"932. LA FONTANA BOSA";"07. BOSA";"01. BOGOTA";7
933;"933. SURBANA";"07. BOSA";"01. BOGOTA";7
934;"934. LA PORTADITA";"07. BOSA";"01. BOGOTA";7
935;"935. VILLA EMMA";"07. BOSA";"01. BOGOTA";7
936;"936. SANTA BARBARA";"07. BOSA";"01. BOGOTA";7
937;"937. EL BOSQUE";"07. BOSA";"01. BOGOTA";7
938;"938. NUEVA ESPERANZA";"07. BOSA";"01. BOGOTA";7
939;"939. EL JARDIN";"07. BOSA";"01. BOGOTA";7
940;"940. ESCOCIA IX SECTOR";"07. BOSA";"01. BOGOTA";7
941;"941. EL CORZO";"07. BOSA";"01. BOGOTA";7
942;"942. SANTAFE DE BOSA";"07. BOSA";"01. BOGOTA";7
943;"943. HATO NUEVO";"07. BOSA";"01. BOGOTA";7
944;"944. CARMELO";"07. BOSA";"01. BOGOTA";7
945;"945. EL JAZMIN";"07. BOSA";"01. BOGOTA";7
946;"946. VILLA CAROLINA";"07. BOSA";"01. BOGOTA";7
947;"947. VILLA NATALIA";"07. BOSA";"01. BOGOTA";7
948;"948. SIRACUZA";"07. BOSA";"01. BOGOTA";7
949;"949. LA AZUCENA SECTOR EL TRIANGULO";"07. BOSA";"01. BOGOTA";7
950;"950. SAN PABLO II SECTOR";"07. BOSA";"01. BOGOTA";7
951;"951. PIAMONTE II SECTOR";"07. BOSA";"01. BOGOTA";7
952;"952. PIAMONTE";"07. BOSA";"01. BOGOTA";7
953;"953. ISRAELITA";"07. BOSA";"01. BOGOTA";7
954;"954. SAN MIGUEL";"07. BOSA";"01. BOGOTA";7
955;"955. LA ESPERANZA DE TIBANICA";"07. BOSA";"01. BOGOTA";7
956;"956. VILLA ALEGRIA";"07. BOSA";"01. BOGOTA";7
957;"957. SAN JORGE";"07. BOSA";"01. BOGOTA";7
958;"958. LA RIVIERA";"07. BOSA";"01. BOGOTA";7
959;"959. SAN MARTIN";"07. BOSA";"01. BOGOTA";7
960;"960. HATO NUEVO";"07. BOSA";"01. BOGOTA";7
961;"961. LEON XIII";"07. BOSA";"01. BOGOTA";7
962;"962. LA UNION";"07. BOSA";"01. BOGOTA";7
963;"963. VILLA KAREN";"07. BOSA";"01. BOGOTA";7
964;"964. SAN JUANITO";"07. BOSA";"01. BOGOTA";7
965;"965. CAPO HERMOSO";"07. BOSA";"01. BOGOTA";7
966;"966. ESCOCIA VII SECTOR";"07. BOSA";"01. BOGOTA";7
967;"967. ANTONIO NARIÐO BS";"07. BOSA";"01. BOGOTA";7
968;"968. RINCON DE BOSA";"07. BOSA";"01. BOGOTA";7
969;"969. ESCOCIA VI";"07. BOSA";"01. BOGOTA";7
970;"970. LA CABANA - CALDAS IV";"07. BOSA";"01. BOGOTA";7
971;"971. PARQUE RESIDENCIAL SAN DIEGO";"07. BOSA";"01. BOGOTA";7
972;"972. PORVENIR INDUGAS";"07. BOSA";"01. BOGOTA";7
973;"973. URB. ASOVIVIR PIAMONTE II";"07. BOSA";"01. BOGOTA";7
974;"974. EL RECREO DE LOS ANDES";"07. BOSA";"01. BOGOTA";7
975;"975. EL RECREO DE LOS ANGELES";"07. BOSA";"01. BOGOTA";7
976;"976. PARCELA 23";"07. BOSA";"01. BOGOTA";7
977;"977. JARDIN DE BOSA";"07. BOSA";"01. BOGOTA";7
978;"978. ONASSIS";"08. KENNEDY";"01. BOGOTA";8
979;"979. ALFONSO LOPEZ";"08. KENNEDY";"01. BOGOTA";8
980;"980. CAMPO HERMOSO";"08. KENNEDY";"01. BOGOTA";8
981;"981. CLASS";"08. KENNEDY";"01. BOGOTA";8
982;"982. EL PARAISO";"08. KENNEDY";"01. BOGOTA";8
983;"983. EL TINTAL";"08. KENNEDY";"01. BOGOTA";8
984;"984. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
985;"985. JORDAN";"08. KENNEDY";"01. BOGOTA";8
986;"986. JUAN PABLO I";"08. KENNEDY";"01. BOGOTA";8
987;"987. LA GIRALDILLA";"08. KENNEDY";"01. BOGOTA";8
988;"988. LA IGUALDAD";"08. KENNEDY";"01. BOGOTA";8
989;"989. LLANO GRANDE";"08. KENNEDY";"01. BOGOTA";8
990;"990. NEW YORK";"08. KENNEDY";"01. BOGOTA";8
991;"991. NUEVO TIMIZA";"08. KENNEDY";"01. BOGOTA";8
992;"992. PASTRANITA";"08. KENNEDY";"01. BOGOTA";8
993;"993. PASTRANITA II SECTOR";"08. KENNEDY";"01. BOGOTA";8
994;"994. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
995;"995. PERPETUO SOCORRO";"08. KENNEDY";"01. BOGOTA";8
996;"996. PINAR DEL RIO";"08. KENNEDY";"01. BOGOTA";8
997;"997. SAGRADO CORAZON";"08. KENNEDY";"01. BOGOTA";8
998;"998. SALVADOR ALLENDE";"08. KENNEDY";"01. BOGOTA";8
999;"999. SAN DIONISIO";"08. KENNEDY";"01. BOGOTA";8
1000;"1000. SAN JOSE OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1001;"1001. TAYRONA";"08. KENNEDY";"01. BOGOTA";8
1002;"1002. TIMIZA";"08. KENNEDY";"01. BOGOTA";8
1003;"1003. TINTALITO";"08. KENNEDY";"01. BOGOTA";8
1004;"1004. VILLANUEVA";"08. KENNEDY";"01. BOGOTA";8
1005;"1005. VILLA RICA";"08. KENNEDY";"01. BOGOTA";8
1006;"1006. VILLA ZARZAMORA";"08. KENNEDY";"01. BOGOTA";8
1007;"1007. ALQUERIA LA FRAGUA-SALVADOR A.";"08. KENNEDY";"01. BOGOTA";8
1008;"1008. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1009;"1009. CIUDAD DE CALI";"08. KENNEDY";"01. BOGOTA";8
1010;"1010. DINDALITO";"08. KENNEDY";"01. BOGOTA";8
1011;"1011. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1012;"1012. EL ROSARIO";"08. KENNEDY";"01. BOGOTA";8
1013;"1013. GUADALUPE";"08. KENNEDY";"01. BOGOTA";8
1014;"1014. LAS PALMERAS";"08. KENNEDY";"01. BOGOTA";8
1015;"1015. LAS TORRES";"08. KENNEDY";"01. BOGOTA";8
1016;"1016. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1017;"1017. PORVENIR DE KENNEDY";"08. KENNEDY";"01. BOGOTA";8
1018;"1018. ACACIAS";"08. KENNEDY";"01. BOGOTA";8
1019;"1019. ALMENAR";"08. KENNEDY";"01. BOGOTA";8
1020;"1020. ALQUERIA DE LA FRAGUA";"08. KENNEDY";"01. BOGOTA";8
1021;"1021. AMERICAS OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1022;"1022. AMERICAS SUR";"08. KENNEDY";"01. BOGOTA";8
1023;"1023. ARGELIA";"08. KENNEDY";"01. BOGOTA";8
1024;"1024. BAVARIA";"08. KENNEDY";"01. BOGOTA";8
1025;"1025. BOITA";"08. KENNEDY";"01. BOGOTA";8
1026;"1026. BRITALIA";"08. KENNEDY";"01. BOGOTA";8
1027;"1027. CARVAJAL";"08. KENNEDY";"01. BOGOTA";8
1028;"1028. CASABLANCA";"08. KENNEDY";"01. BOGOTA";8
1029;"1029. CASTILLA";"08. KENNEDY";"01. BOGOTA";8
1030;"1030. CIUDAD ROMA";"08. KENNEDY";"01. BOGOTA";8
1031;"1031. CORABASTOS";"08. KENNEDY";"01. BOGOTA";8
1032;"1032. EL RUBI(KENNEDY)";"08. KENNEDY";"01. BOGOTA";8
1033;"1033. FLORALIA";"08. KENNEDY";"01. BOGOTA";8
1034;"1034. FRANCISCO JOSE DE CALDAS";"08. KENNEDY";"01. BOGOTA";8
1035;"1035. HOLANDA";"08. KENNEDY";"01. BOGOTA";8
1036;"1036. JACQUELINE";"08. KENNEDY";"01. BOGOTA";8
1037;"1037. KENNEDY";"08. KENNEDY";"01. BOGOTA";8
1038;"1038. KENNEDY CENTRAL";"08. KENNEDY";"01. BOGOTA";8
1039;"1039. KENNEDY OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1040;"1040. KENNEDY ORIENTAL";"08. KENNEDY";"01. BOGOTA";8
1041;"1041. LA FLORESTA SUR";"08. KENNEDY";"01. BOGOTA";8
1042;"1042. LA LLANURA";"08. KENNEDY";"01. BOGOTA";8
1043;"1043. LAS AMERICAS";"08. KENNEDY";"01. BOGOTA";8
1044;"1044. LAS DELICIAS";"08. KENNEDY";"01. BOGOTA";8
1045;"1045. LAS DOS AVENIDAS";"08. KENNEDY";"01. BOGOTA";8
1046;"1046. LOS FUNDADORES";"08. KENNEDY";"01. BOGOTA";8
1047;"1047. LOS MOLINOS DE MACONDO(SUR)";"08. KENNEDY";"01. BOGOTA";8
1048;"1048. LOS PINOS DE MARSELLA";"08. KENNEDY";"01. BOGOTA";8
1049;"1049. MANDALAY";"08. KENNEDY";"01. BOGOTA";8
1050;"1050. MANUEL MEJIA";"08. KENNEDY";"01. BOGOTA";8
1051;"1051. MARSELLA";"08. KENNEDY";"01. BOGOTA";8
1052;"1052. MILENTA";"08. KENNEDY";"01. BOGOTA";8
1053;"1053. NUEVA DELICIAS";"08. KENNEDY";"01. BOGOTA";8
1054;"1054. NUEVA MARSELLA";"08. KENNEDY";"01. BOGOTA";8
1055;"1055. NUEVA ROMA";"08. KENNEDY";"01. BOGOTA";8
1056;"1056. PALENQUE";"08. KENNEDY";"01. BOGOTA";8
1057;"1057. PASTRANA";"08. KENNEDY";"01. BOGOTA";8
1058;"1058. PATIO BONITO";"08. KENNEDY";"01. BOGOTA";8
1059;"1059. PIO XII";"08. KENNEDY";"01. BOGOTA";8
1060;"1060. RINCON DE LOS ANDES(SUR)";"08. KENNEDY";"01. BOGOTA";8
1061;"1061. RINCON DE LOS ANGELES";"08. KENNEDY";"01. BOGOTA";8
1062;"1062. ROMA";"08. KENNEDY";"01. BOGOTA";8
1063;"1063. SAN ANDRES";"08. KENNEDY";"01. BOGOTA";8
1064;"1064. SAN JOSE BAVARIA";"08. KENNEDY";"01. BOGOTA";8
1065;"1065. SANTA CATALINA";"08. KENNEDY";"01. BOGOTA";8
1066;"1066. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1067;"1067. SAUCEDAL";"08. KENNEDY";"01. BOGOTA";8
1068;"1068. SOCORRO";"08. KENNEDY";"01. BOGOTA";8
1069;"1069. URB.TUNDAMA";"08. KENNEDY";"01. BOGOTA";8
1070;"1070. URB.AMERICAS";"08. KENNEDY";"01. BOGOTA";8
1071;"1071. VERGEL SUR OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1072;"1072. VILLA ADRIANA";"08. KENNEDY";"01. BOGOTA";8
1073;"1073. VILLA CLAUDIA";"08. KENNEDY";"01. BOGOTA";8
1074;"1074. VILLA DE LOS SAUCES";"08. KENNEDY";"01. BOGOTA";8
1075;"1075. VILLA SUAITA";"08. KENNEDY";"01. BOGOTA";8
1076;"1076. VISION DE COLOMBIA";"08. KENNEDY";"01. BOGOTA";8
1077;"1077. ZARZAMORA";"08. KENNEDY";"01. BOGOTA";8
1078;"1078. TALAVERA";"08. KENNEDY";"01. BOGOTA";8
1079;"1079. VILLA SONIA";"08. KENNEDY";"01. BOGOTA";8
1080;"1080. HIPOTECHO";"08. KENNEDY";"01. BOGOTA";8
1081;"1081. URB. FLORALIA";"08. KENNEDY";"01. BOGOTA";8
1082;"1082. CARIMAGUA";"08. KENNEDY";"01. BOGOTA";8
1083;"1083. LUCERNA";"08. KENNEDY";"01. BOGOTA";8
1084;"1084. LA VICTORIA";"08. KENNEDY";"01. BOGOTA";8
1085;"1085. EL PORVENIR";"08. KENNEDY";"01. BOGOTA";8
1086;"1086. BOSANOVA";"08. KENNEDY";"01. BOGOTA";8
1087;"1087. LA LIBERTAD";"08. KENNEDY";"01. BOGOTA";8
1088;"1088. LA PAZ";"08. KENNEDY";"01. BOGOTA";8
1089;"1089. EL RINCON DE LOS ANGELES";"08. KENNEDY";"01. BOGOTA";8
1090;"1090. CASABLANCA OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1091;"1091. VILLA NUEVA";"08. KENNEDY";"01. BOGOTA";8
1092;"1092. FLORESTA SUR";"08. KENNEDY";"01. BOGOTA";8
1093;"1093. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1094;"1094. CARVAJAL-HIPODROMO";"08. KENNEDY";"01. BOGOTA";8
1095;"1095. LA CHUCUA";"08. KENNEDY";"01. BOGOTA";8
1096;"1096. NUEVA YORK";"08. KENNEDY";"01. BOGOTA";8
1097;"1097. VALENCIA";"08. KENNEDY";"01. BOGOTA";8
1098;"1098. TECHO";"08. KENNEDY";"01. BOGOTA";8
1099;"1099. KENNEDY CORABASTOS";"08. KENNEDY";"01. BOGOTA";8
1100;"1100. AYACUCHO";"08. KENNEDY";"01. BOGOTA";8
1101;"1101. BANDERAS";"08. KENNEDY";"01. BOGOTA";8
1102;"1102. LA UNIDAD";"08. KENNEDY";"01. BOGOTA";8
1103;"1103. PARQUE TIMIZA";"08. KENNEDY";"01. BOGOTA";8
1104;"1104. SAN PEDRO";"08. KENNEDY";"01. BOGOTA";8
1105;"1105. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1106;"1106. PINOS DE MARSELLA";"08. KENNEDY";"01. BOGOTA";8
1107;"1107. VILLA ALSACIA";"08. KENNEDY";"01. BOGOTA";8
1108;"1108. CASTILLA LA NUEVA";"08. KENNEDY";"01. BOGOTA";8
1109;"1109. EL JORDAN";"08. KENNEDY";"01. BOGOTA";8
1110;"1110. ACIP";"08. KENNEDY";"01. BOGOTA";8
1111;"1111. EL DESCANSO";"08. KENNEDY";"01. BOGOTA";8
1112;"1112. MIRAFLORES";"08. KENNEDY";"01. BOGOTA";8
1113;"1113. NUEVO KENNEDY";"08. KENNEDY";"01. BOGOTA";8
1114;"1114. SAN MARTIN DE PORRES";"08. KENNEDY";"01. BOGOTA";8
1115;"1115. URBANIZACION EL PARAISO";"08. KENNEDY";"01. BOGOTA";8
1116;"1116. VILLA ANITA";"08. KENNEDY";"01. BOGOTA";8
1117;"1117. EL VERGEL";"08. KENNEDY";"01. BOGOTA";8
1118;"1118. LUSITANIA";"08. KENNEDY";"01. BOGOTA";8
1119;"1119. GERONA";"08. KENNEDY";"01. BOGOTA";8
1120;"1120. PRADOS DE KENNEDY";"08. KENNEDY";"01. BOGOTA";8
1121;"1121. VERGEL SUR";"08. KENNEDY";"01. BOGOTA";8
1122;"1122. CATALINA";"08. KENNEDY";"01. BOGOTA";8
1123;"1123. MUZU";"08. KENNEDY";"01. BOGOTA";8
1124;"1124. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1125;"1125. LOS ANDES";"08. KENNEDY";"01. BOGOTA";8
1126;"1126. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1127;"1127. SANTA ENGRACIA";"08. KENNEDY";"01. BOGOTA";8
1128;"1128. SAN LUCAS";"08. KENNEDY";"01. BOGOTA";8
1129;"1129. EL AMPARO CAÐIZALEZ";"08. KENNEDY";"01. BOGOTA";8
1130;"1130. LAS ACACIAS";"08. KENNEDY";"01. BOGOTA";8
1131;"1131. LOS ALMENDROS";"08. KENNEDY";"01. BOGOTA";8
1132;"1132. ALTAMAR SEC II";"08. KENNEDY";"01. BOGOTA";8
1133;"1133. EL AMPARO";"08. KENNEDY";"01. BOGOTA";8
1134;"1134. ANDALUCIA SEC I Y II";"08. KENNEDY";"01. BOGOTA";8
1135;"1135. ANDALUCIA SEC III";"08. KENNEDY";"01. BOGOTA";8
1136;"1136. VILLA ANDRES";"08. KENNEDY";"01. BOGOTA";8
1137;"1137. BELLA VISTA";"08. KENNEDY";"01. BOGOTA";8
1138;"1138. BERLIN";"08. KENNEDY";"01. BOGOTA";8
1139;"1139. BARRANQUILLITA";"08. KENNEDY";"01. BOGOTA";8
1140;"1140. VILLA CASTILLA ETAPA I";"08. KENNEDY";"01. BOGOTA";8
1141;"1141. VILLA CASTILLA ETAPA II";"08. KENNEDY";"01. BOGOTA";8
1142;"1142. STA CATALINA SEC I Y II";"08. KENNEDY";"01. BOGOTA";8
1143;"1143. CIUDAD GALAN";"08. KENNEDY";"01. BOGOTA";8
1144;"1144. LA CONCORDIA";"08. KENNEDY";"01. BOGOTA";8
1145;"1145. CIUDAD GRANADA";"08. KENNEDY";"01. BOGOTA";8
1146;"1146. VILLA HERMOSA";"08. KENNEDY";"01. BOGOTA";8
1147;"1147. JAZMIN OCC SEC I";"08. KENNEDY";"01. BOGOTA";8
1148;"1148. LA MARIA";"08. KENNEDY";"01. BOGOTA";8
1149;"1149. MARIA PAZ";"08. KENNEDY";"01. BOGOTA";8
1150;"1150. VILLA MARIANA";"08. KENNEDY";"01. BOGOTA";8
1151;"1151. MONTERREY";"08. KENNEDY";"01. BOGOTA";8
1152;"1152. MORAVIA II";"08. KENNEDY";"01. BOGOTA";8
1153;"1153. EL OLIVO SEC I Y II";"08. KENNEDY";"01. BOGOTA";8
1154;"1154. LAS PALMITAS";"08. KENNEDY";"01. BOGOTA";8
1155;"1155. EL PUENTE LA VEGA";"08. KENNEDY";"01. BOGOTA";8
1156;"1156. SAN CARLOS";"08. KENNEDY";"01. BOGOTA";8
1157;"1157. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1158;"1158. LA ESPERANZA";"08. KENNEDY";"01. BOGOTA";8
1159;"1159. SUMAPAZ";"08. KENNEDY";"01. BOGOTA";8
1160;"1160. EL TRIUNFO";"08. KENNEDY";"01. BOGOTA";8
1161;"1161. UNIR I";"08. KENNEDY";"01. BOGOTA";8
1162;"1162. VILLA ALEXANDRA";"08. KENNEDY";"01. BOGOTA";8
1163;"1163. VILLA EMILIA";"08. KENNEDY";"01. BOGOTA";8
1164;"1164. VILLA NELLY";"08. KENNEDY";"01. BOGOTA";8
1165;"1165. VILLA NELLY SEC III";"08. KENNEDY";"01. BOGOTA";8
1166;"1166. VILLA DE LA TORRE SEC I";"08. KENNEDY";"01. BOGOTA";8
1167;"1167. VILLA DE LA TORRE SEC II";"08. KENNEDY";"01. BOGOTA";8
1168;"1168. VALLADOLID";"08. KENNEDY";"01. BOGOTA";8
1169;"1169. LAS VEGAS";"08. KENNEDY";"01. BOGOTA";8
1170;"1170. LAS BRISAS";"08. KENNEDY";"01. BOGOTA";8
1171;"1171. HORIZONTE OCC";"08. KENNEDY";"01. BOGOTA";8
1172;"1172. VILLA DE LA LOMA";"08. KENNEDY";"01. BOGOTA";8
1173;"1173. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1174;"1174. AMPARO VILLA EMILIA";"08. KENNEDY";"01. BOGOTA";8
1175;"1175. CENTRO AMERICA";"08. KENNEDY";"01. BOGOTA";8
1176;"1176. GEOREFERENCIADO";"08. KENNEDY";"01. BOGOTA";8
1177;"1177. BUENA VISTA";"08. KENNEDY";"01. BOGOTA";8
1178;"1178. EL CONDADO";"08. KENNEDY";"01. BOGOTA";8
1179;"1179. CATANIA";"08. KENNEDY";"01. BOGOTA";8
1180;"1180. TINTALA";"08. KENNEDY";"01. BOGOTA";8
1181;"1181. CARVAJAL OSORIO";"08. KENNEDY";"01. BOGOTA";8
1182;"1182. ASTURIAS";"08. KENNEDY";"01. BOGOTA";8
1183;"1183. CIUDAD KENNEDY ORIENTAL";"08. KENNEDY";"01. BOGOTA";8
1184;"1184. CIUDAD KENNEDY CENTRAL";"08. KENNEDY";"01. BOGOTA";8
1185;"1185. CIUDAD KENNEDY NORTE";"08. KENNEDY";"01. BOGOTA";8
1186;"1186. CIUDAD KENNEDY";"08. KENNEDY";"01. BOGOTA";8
1187;"1187. FAVIDI";"08. KENNEDY";"01. BOGOTA";8
1188;"1188. TINTAL";"08. KENNEDY";"01. BOGOTA";8
1189;"1189. ANDALUCIA";"08. KENNEDY";"01. BOGOTA";8
1190;"1190. CIUDAD KENNEDY OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
1191;"1191. GRAN BRITALIA";"08. KENNEDY";"01. BOGOTA";8
1192;"1192. CIUDAD KENNEDY SUR";"08. KENNEDY";"01. BOGOTA";8
1193;"1193. EL JAZMIN";"08. KENNEDY";"01. BOGOTA";8
1194;"1194. JACKELINE";"08. KENNEDY";"01. BOGOTA";8
1195;"1195. CATALINA II";"08. KENNEDY";"01. BOGOTA";8
1196;"1196. URAPANES";"08. KENNEDY";"01. BOGOTA";8
1197;"1197. TONOLI";"08. KENNEDY";"01. BOGOTA";8
1198;"1198. LAGO DE TIMIZA";"08. KENNEDY";"01. BOGOTA";8
1199;"1199. ALTAMAR";"08. KENNEDY";"01. BOGOTA";8
1200;"1200. LAS LUCES";"08. KENNEDY";"01. BOGOTA";8
1201;"1201. CASA LOMA";"08. KENNEDY";"01. BOGOTA";8
